ANO_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS,NR_LOCAL_VOTACAO
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,194,44444,ANDERSON CARNEIRO DA SILVA,1,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,196,44444,ANDERSON CARNEIRO DA SILVA,1,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,197,44444,ANDERSON CARNEIRO DA SILVA,8,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,199,44444,ANDERSON CARNEIRO DA SILVA,2,1252
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,200,44444,ANDERSON CARNEIRO DA SILVA,2,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,201,44444,ANDERSON CARNEIRO DA SILVA,4,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,204,44444,ANDERSON CARNEIRO DA SILVA,2,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,207,44444,ANDERSON CARNEIRO DA SILVA,1,1961
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,208,44444,ANDERSON CARNEIRO DA SILVA,1,1945
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,209,44444,ANDERSON CARNEIRO DA SILVA,3,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,211,44444,ANDERSON CARNEIRO DA SILVA,3,1953
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,212,44444,ANDERSON CARNEIRO DA SILVA,4,1163
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,214,44444,ANDERSON CARNEIRO DA SILVA,2,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,217,44444,ANDERSON CARNEIRO DA SILVA,1,1236
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,218,44444,ANDERSON CARNEIRO DA SILVA,4,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,219,44444,ANDERSON CARNEIRO DA SILVA,1,1961
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,221,44444,ANDERSON CARNEIRO DA SILVA,4,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,222,44444,ANDERSON CARNEIRO DA SILVA,1,1058
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,224,44444,ANDERSON CARNEIRO DA SILVA,5,1970
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,226,44444,ANDERSON CARNEIRO DA SILVA,1,1945
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,227,44444,ANDERSON CARNEIRO DA SILVA,1,1244
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,230,44444,ANDERSON CARNEIRO DA SILVA,1,1031
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,233,44444,ANDERSON CARNEIRO DA SILVA,4,1945
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,236,44444,ANDERSON CARNEIRO DA SILVA,1,1171
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,239,44444,ANDERSON CARNEIRO DA SILVA,2,1945
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,242,44444,ANDERSON CARNEIRO DA SILVA,1,1139
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,244,44444,ANDERSON CARNEIRO DA SILVA,3,1120
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,245,44444,ANDERSON CARNEIRO DA SILVA,2,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,247,44444,ANDERSON CARNEIRO DA SILVA,3,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,248,44444,ANDERSON CARNEIRO DA SILVA,1,1171
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,249,44444,ANDERSON CARNEIRO DA SILVA,4,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,252,44444,ANDERSON CARNEIRO DA SILVA,2,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,254,44444,ANDERSON CARNEIRO DA SILVA,1,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,256,44444,ANDERSON CARNEIRO DA SILVA,3,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,258,44444,ANDERSON CARNEIRO DA SILVA,5,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,260,44444,ANDERSON CARNEIRO DA SILVA,3,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,262,44444,ANDERSON CARNEIRO DA SILVA,2,2011
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,263,44444,ANDERSON CARNEIRO DA SILVA,5,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,266,44444,ANDERSON CARNEIRO DA SILVA,1,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,267,44444,ANDERSON CARNEIRO DA SILVA,3,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,268,44444,ANDERSON CARNEIRO DA SILVA,1,2011
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,273,44444,ANDERSON CARNEIRO DA SILVA,3,1058
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,276,44444,ANDERSON CARNEIRO DA SILVA,4,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,277,44444,ANDERSON CARNEIRO DA SILVA,2,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,280,44444,ANDERSON CARNEIRO DA SILVA,3,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,285,44444,ANDERSON CARNEIRO DA SILVA,1,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,287,44444,ANDERSON CARNEIRO DA SILVA,1,1260
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,288,44444,ANDERSON CARNEIRO DA SILVA,1,2011
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,289,44444,ANDERSON CARNEIRO DA SILVA,3,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,290,44444,ANDERSON CARNEIRO DA SILVA,1,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,292,44444,ANDERSON CARNEIRO DA SILVA,4,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,294,44444,ANDERSON CARNEIRO DA SILVA,5,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,296,44444,ANDERSON CARNEIRO DA SILVA,1,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,297,44444,ANDERSON CARNEIRO DA SILVA,8,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,299,44444,ANDERSON CARNEIRO DA SILVA,2,2011
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,301,44444,ANDERSON CARNEIRO DA SILVA,10,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,302,44444,ANDERSON CARNEIRO DA SILVA,1,1988
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,303,44444,ANDERSON CARNEIRO DA SILVA,1,2020
